County,License Number,Operation Type,Nursery Size,Greenhouse Size,Trade Name,Owner Name,Business Phone,Street Number,Street Name,Address Line 2,Address Line 3,City,State,Zip Code,Location
ONTARIO,321568,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",COLDWATER POND NURSERY,HILDEBRANT THEODORE S,315-331-8068,600,SOUTH MARBLETOWN ROAD,,,PHELPS,NY,14532,"600 SOUTH MARBLETOWN ROAD
PHELPS, NY 14532
(43.008324, -77.058994)"
ONTARIO,321174,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",COOPER FARMS,COOPER WILLIAM F,585-394-5203,5421,ROUTE 21,,,CANANDAIGUA,NY,14424,"5421 ROUTE
CANANDAIGUA, NY 14424"
ONTARIO,320652,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",DECKER PAMELA,DECKER PAMELA,315-986-8443,192,BOWERMAN RD,,,FARMINGTON,NY,14425,"192 BOWERMAN RD
FARMINGTON, NY 14425
(43.029443, -77.352149)"
ONTARIO,320658,Nursery Stock Only,10 Acres or Less,,DECKER PAMELA,DECKER PAMELA,315-986-8443,136,HOOK ROAD,,,FARMINGTON,NY,14425,"136 HOOK ROAD
FARMINGTON, NY 14425
(43.031791, -77.331425)"
ONTARIO,645579,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",FELLENZ FAMILY FARMS,ERIK FELLENZ AND JENNIFER FREDERICK,585-752-3982,1919,LESTER ROAD,,,PHELPS,NY,14532,"1919 LESTER ROAD
PHELPS, NY 14532
(42.940254, -77.037079)"
ONTARIO,321330,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",FINGER LAKES TECH & CAREER CENTER,DAWN LARSON PRINCIPAL,585-526-6411,3501,COUNTY ROAD 20,,,STANLEY,NY,14561,"3501 COUNTY ROAD
STANLEY, NY 14561"
ONTARIO,321706,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",FISH FRM MKT&GREENHOUSE,FISH LYNN,585-289-4215,4494,MT PAYNE ROAD,,,SHORTSVILLE,NY,14548,"4494 MT PAYNE ROAD
SHORTSVILLE, NY 14548
(42.997092, -77.251379)"
ONTARIO,320385,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",FRESH-AYR FARM MARKET,GRAY KRISTIN A,585-289-3720,4784,ROUTE 96,,,SHORTSVILLE,NY,14548,"4784 ROUTE
SHORTSVILLE, NY 14548"
ONTARIO,644681,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",FRUITION SEEDS LLC,PETRA PAGE-MANN,,7921,HICKORY BOTTOM RD,,,NAPLES,NY,14512,"7921 HICKORY BOTTOM RD
NAPLES, NY 14512
(42.629913, -77.436364)"
ONTARIO,326690,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",GANNETT HILL GARDENS,"BILLS, PETER",585-738-0680,6454,ROUTE 64,,,NAPLES,NY,14512,"6454 ROUTE
NAPLES, NY 14512"
ONTARIO,320001,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",GARDEN GALLERIES INC,GARDEN GALARIESS INC DBA ARBOR NURSERY F,315-548-7570,15,EAGLE ST,,,PHELPS,NY,14532,"15 EAGLE ST
PHELPS, NY 14532
(42.958701, -77.068003)"
ONTARIO,324947,Nursery Stock Only,10 Acres or Less,,GARDENLAND INC,GARDENLAND INC,315-548-8983,15,EAGLE STREET,PO BOX 66,,PHELPS,NY,14532,"15 EAGLE STREET
PHELPS, NY 14532
(42.958701, -77.068003)"
ONTARIO,327300,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",GOOD EARTH GREENHOUSE,SAUERHAFER TERRI,585-500-5744,877,LARUE ROAD,,,CLIFTON SPRINGS,NY,14432,"877 LARUE ROAD
CLIFTON SPRINGS, NY 14432
(42.995471, -77.159085)"
ONTARIO,327303,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",GOOD EARTH GREENHOUSE,SAUERHAFER TERRI,585-500-5744,877,LARUE ROAD,,,CLIFTON SPRINGS,NY,14432,"877 LARUE ROAD
CLIFTON SPRINGS, NY 14432
(42.995471, -77.159085)"
ONTARIO,643899,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",HARDYS FARM MARKET,WILLIAM HARDY,585-857-6520,1968,STATE RTE 444,,,VICTOR,NY,14564,"1968 STATE RTE
VICTOR, NY 14564"
ONTARIO,321450,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",HASTINGS FIELD,LAMBOY JANA,315-781-0118,864,HASTINGS ROAD,,,GENEVA,NY,144569133,
ONTARIO,326168,Greenhouse Stock Only,,"20,001 SqFt of Glass or More",HEMDALE GREENHOUSES,HEMMINGER DALE AND NOREEN,585-526-1022,1698,LEET ROAD,,,STANLEY,NY,14561,"1698 LEET ROAD
STANLEY, NY 14561
(42.845228, -77.070424)"
ONTARIO,320398,Nursery Stock Only,10 Acres or Less,,HIGH-LINE,SHAW KATHLEEN,585-374-5114,8050,GARLINGHOUSE ROAD,,,NAPLES,NY,14512,"8050 GARLINGHOUSE ROAD
NAPLES, NY 14512
(42.629791, -77.481044)"
ONTARIO,327195,Nursery Stock Only,10 Acres or Less,,HOMESTEAD NURSERY,SHIRK PAUL B,315-789-9759,4902,PREEMPTION ROAD,,,GENEVA,NY,14456,"4902 PREEMPTION ROAD
GENEVA, NY 14456
(42.788132, -77.006807)"
ONTARIO,321004,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",IMPERIAL PLANTS & SUPPLIES,HALLANCIA HUMBERTO & JEANINE,585-374-6436,7027,COUNTY RD 12,,,NAPLES,NY,14512,"7027 COUNTY RD
NAPLES, NY 14512"
ONTARIO,645621,Nursery Stock Only,10 Acres or Less,,IRIS COUNTRY GARDENS,REBA MARTIN,585-526-6729,2202,AUSTIN ROAD,,,GENEVA,NY,14456,"2202 AUSTIN ROAD
GENEVA, NY 14456
(42.779313, -77.105416)"
ONTARIO,325919,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",IVAN-SUSAN RINGLER,RINGLER IVAN,585-526-1077,3372,COUNTY ROAD 18,,,CANADAIGUA,NY,14424,"3372 COUNTY ROAD
CANADAIGUA, NY 14424"
ONTARIO,327052,Nursery Stock Only,11-100 Acres,,JOHN S SORBELLO,JOHN S SORBELLO,315-730-2670,344,HOWLAND ROAD,,,SHORTSVILLE,NY,14548,"344 HOWLAND ROAD
SHORTSVILLE, NY 14548
(43.019624, -77.199992)"
ONTARIO,322661,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",JOSEPHS WAYSIDE MARKET INC,JOSEPHS WAYSIDE MKT INC,585-314-0884,201,SOUTH MAIN,,,NAPLES,NY,14512,"201 SOUTH MAIN
NAPLES, NY 14512
(42.608987, -77.408155)"
ONTARIO,322227,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",JOSEPHS WAYSIDE MKT INC,JOSEPHS WAYSIDE MKT INC,585-374-2380,7276,EELPOT ROAD,,,NAPLES,NY,14512,"7276 EELPOT ROAD
NAPLES, NY 14512
(42.605351, -77.428972)"
ONTARIO,645141,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",KARGE NICOLE,"KARGE, NICOLE",315-331-3213,360,FIELD STREET,,,CLIFTON SPRINGS,NY,14432,"360 FIELD STREET
CLIFTON SPRINGS, NY 14432
(43.020002, -77.149814)"
ONTARIO,320332,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",KELLY WHOLESALE NURSERY,GARDEN GALLERIES INC,315-548-2151,,EAGLE STREET,PO BOX 66,,PHELPS,NY,14532,
ONTARIO,645512,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",LABOR OF LOVE FLOWER FARM,AMY S. KNICKERBOCKER,585-626-0978,1702,MURRAY ROAD,,,VICTOR,NY,14564,"1702 MURRAY ROAD
VICTOR, NY 14564
(42.94905, -77.436253)"
ONTARIO,643961,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",LAKE SIDE GREENHOUSE,ALLEN & MARY JANE WEAVER,585-396-0838,3500,MUMBY RD,,,CANANDAIGUA,NY,14424,"3500 MUMBY RD
CANANDAIGUA, NY 14424
(42.861103, -77.201203)"
ONTARIO,644709,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",LORRAINE MORRISEY,LORRAINE T MORRISEY,315-597-4481,93,STAFFORD ROAD,,,PALMYRA,NY,14522,"93 STAFFORD ROAD
PALMYRA, NY 14522
(43.034907, -77.241232)"
ONTARIO,325599,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",MAPLE RIDGE FARM,MARTIN PAULINE,585-526-6929,4850,ROBSON ROAD,,,STANLEY,NY,14561,"4850 ROBSON ROAD
STANLEY, NY 14561
(42.791722, -77.16884)"
ONTARIO,644781,Nursery Stock Only,10 Acres or Less,,MARTIN KENNETH & PAULINE,MARTIN KENNETH & PAULINE,585-526-5849,3248,STATE ROUTE 245,,,STANLEY,NY,14561,"3248 STATE ROUTE
STANLEY, NY 14561"
ONTARIO,325409,Nursery Stock Only,11-100 Acres,,MEADOWVIEW LLC,GOODRIDGE MONETTE & DOUDT STEVE,585-374-5080,7727,ROUTE 21,,,NAPLES,NY,14512,"7727 ROUTE
NAPLES, NY 14512"
ONTARIO,261920,Nursery Stock Only,10 Acres or Less,,NORTHFIELD TREE FRM LTD,NORTHFIELD TREE FARMS LTD,585-624-4303,8886,COUNTY RD 14,,,IONIA,NY,14475,"8886 COUNTY RD
IONIA, NY 14475"
ONTARIO,324927,Combined Nursery and Greenhouse,10 Acres or Less,,NORTH OF THE BORDER,BRUNO TONY J JR,315-521-4255,2969,NORTH GENESEE STREET,,,GENEVA,NY,14456,"2969 NORTH GENESEE STREET
GENEVA, NY 14456
(42.889659, -76.984256)"
ONTARIO,644639,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",NORWHITE SPRUCE FARM LLC,ROB TAYLOR,585-309-5638,5000,COUNTY ROAD 37,,,HEMLOCK,NY,14466,"5000 COUNTY ROAD
HEMLOCK, NY 14466"
ONTARIO,645704,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",OUTBACK FARM MARKET,MARLIN SENSENIG,717-587-0079,2135,COUNTY ROAD 8,,,CANANDAIGUA,NY,14424,"2135 COUNTY ROAD
CANANDAIGUA, NY 14424"
ONTARIO,320608,Combined Nursery and Greenhouse,11-100 Acres,"2,001-20,000 SqFt of Glass",PLANT GENETIC RESOURCES UNIT,FISK TIFFANY,315-787-2307,,NYS AGRI EXPERIMENT ST,,,GENEVA,NY,14456,
ONTARIO,320359,Combined Nursery and Greenhouse,10 Acres or Less,,SENECA VEG RESEARCH INC,WALTER WHITWOOD,585-526-7044,5267,FLAT STREET,,,GENEVA,NY,14456,"5267 FLAT STREET
GENEVA, NY 14456
(42.773988, -77.05776)"
ONTARIO,645598,Nursery Stock Only,10 Acres or Less,,SENSENIG JONATHAN,SENSENIG JONATHAN,585-534-4255,5299,CROWE ROAD,,,STANLEY,NY,1456114561,
ONTARIO,643924,Nursery Stock Only,10 Acres or Less,,SHIRLEY S MARTIN,SHIRLEY S MARTIN,315-946-5315,711,CTY RD 6,,,PHELPS,NY,14532,"711 CTY RD
PHELPS, NY 14532"
ONTARIO,322842,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",SONNENBERG GARDENS,SONNENBERG GARDENS CORP,716-394-4922,151,CHARLOTTE STREET,,,CANANDAIGUA,NY,14424,"151 CHARLOTTE STREET
CANANDAIGUA, NY 14424
(42.896798, -77.27498)"
ONTARIO,325401,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",SPRING VALLEY GREENHOUSE INC.,SPRING VALLEY GREENHOUSE INC,585-396-1460,3100,COUNTY RD 10,,,CANANDAIGUA,NY,14424,"3100 COUNTY RD
CANANDAIGUA, NY 14424"
ONTARIO,645354,Nursery Stock Only,11-100 Acres,,STYERS PEONIES LLC,RICHARD CURRIE,610-616-3839,3212,SUTTON ROAD,,,GENEVA,NY,14456,"3212 SUTTON ROAD
GENEVA, NY 14456
(42.874411, -77.041078)"
ONTARIO,644660,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",SUNRISE NURSERY & GARDENS,BRIAN RYAN,585-734-0391,3915,ROUTE 21,,,CANANDAIGUA,NY,14424,"3915 ROUTE
CANANDAIGUA, NY 14424"
ONTARIO,321501,Nursery Stock Only,10 Acres or Less,,TED COLLINS ASSOCIATES LTD,COLLINS TED ASSOCIATES LTD,585-924-7105,8000,VICTOR MENDON ROAD,,,VICTOR,NY,14564,"8000 VICTOR MENDON ROAD
VICTOR, NY 14564
(42.997747, -77.477813)"
ONTARIO,326580,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",THE ROSE FARM,ROSE DONNA,585-924-3248,7335,VALENTOWN ROAD,,,VICTOR,NY,145649714,
ONTARIO,321815,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",THE VIOLET BARN,ROBINSON RALPH & OLIVE MA,585-374-8592,7209,COUNTY ROAD #12,,,NAPLES,NY,14512,"7209 COUNTY ROAD
NAPLES, NY 14512"
ONTARIO,322609,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",TJB GROWERS,BATEMAN SALLY,585-394-3272,3188,ROUTE 5 & 20,,,CANANDAIGUA,NY,14424,"3188 ROUTE
CANANDAIGUA, NY 14424"
ONTARIO,320085,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",TRANQUILITY HILL FARM,SOLES DARCEY L,315-359-8071,3139,BIRD ROAD,,,CLIFTON SPINGS,NY,14432,"3139 BIRD ROAD
CLIFTON SPINGS, NY 14432
(43.016568, -77.168774)"
ONTARIO,645562,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",UPSTATE BERRY FARM LLC,BONALYN NELSEN,585-532-4955,4837,NYS ROUTE 96,,,SHORTSVILLE,NY,14548,"4837 NYS ROUTE
SHORTSVILLE, NY 14548"
ONTARIO,324236,Nursery Stock Only,11-100 Acres,,VICTOR CHRISTMAS TREE FARM,FAUBEL DAVID S,585-924-2079,1619,MURRAY ROAD,,,VICTOR,NY,14564,"1619 MURRAY ROAD
VICTOR, NY 14564
(42.954373, -77.431782)"
ONTARIO,645400,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",WALNUT HILL FARM,DARVIN WEAVER,585-526-5526,4917,WEST SWAMP ROAD,,,STANLEY,NY,14561,"4917 WEST SWAMP ROAD
STANLEY, NY 14561
(42.789259, -77.153171)"
ONTARIO,644668,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",WEAVER'S FARM MARKET,JOEL WEAVER,585-554-6569,4100,POWELL ROAD,,,CANANDAIGUA,NY,14424,"4100 POWELL ROAD
CANANDAIGUA, NY 14424
(42.821718, -77.219897)"
ONTARIO,324595,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",WEAVERS GREENHOUSE,WEAVER LEON L,585-526-6309,4729,YAUTZY ROAD,,,STANLEY,NY,14561,"4729 YAUTZY ROAD
STANLEY, NY 14561
(42.796973, -77.184465)"
ONTARIO,644415,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",WEGMANS ORGANIC FARM,WEGMANS ORGANIC FARM,585-506-2270,4840,WEST LAKE RD,,,CANANDAIGUA,NY,14424,"4840 WEST LAKE RD
CANANDAIGUA, NY 14424
(42.788194, -77.312959)"
ONTARIO,323617,Nursery Stock Only,10 Acres or Less,,WHITE OAK NURSERY,ENGEL JAMES,315-789-3509,4250,KIPP ROAD,,,GORHAM,NY,14461,"4250 KIPP ROAD
GORHAM, NY 14461
(42.821606, -77.235943)"
ONTARIO,326860,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",WILLOW CREEK GREENHOUSE,MARTIN DELMAR & SHARON,315-781-2869,2660,COUNTY ROAD 6,,,GENEVA,NY,14456,"2660 COUNTY ROAD
GENEVA, NY 14456
(42.907016, -77.118895)"
ONTARIO,324611,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",WILLOW POND AQUA FARMS INC,WILLOW POND AQUA FARMS INC,585-396-2753,3581,SWAMP ROAD,,,CANANDAIGUA,NY,14424,"3581 SWAMP ROAD
CANANDAIGUA, NY 14424
(42.915226, -77.192722)"
ONTARIO,644737,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",WINDY ACRES GREENHOUSE LLC,NICOLE JONES,585-329-4332,2026,BENNETT RD,,,VICTOR,NY,14564,"2026 BENNETT RD
VICTOR, NY 14564
(42.931927, -77.468604)"
ONTARIO,645449,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",ZIMMERMAN FLOYD,FLOYD ZIMMERMAN,585-554-4295,4175,ROUTE 247,,,CANANDAIGUA,NY,14424,"4175 ROUTE
CANANDAIGUA, NY 14424"
ONTARIO,645425,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",ZIMMERMAN NEVIN,NEVIN ZIMMERMAN,585-554-4423,4923,PHELPS ROAD,,,STANLEY,NY,14561,"4923 PHELPS ROAD
STANLEY, NY 14561
(42.788507, -77.200267)"
ORANGE,334253,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",ADAMS FAIRACRES FMS INC,ADAMS FAIRACRES FARMS INC,845-569-0303,1240,ROUTE 300,,,NEWBURGH,NY,12550,"1240 ROUTE
NEWBURGH, NY 12550"
ORANGE,645655,Nursery Stock Only,11-100 Acres,,AIRFIELD FARMS INC,FRANCIS J SPINELLI,914-494-5974,,HOLMES ROAD,,,NEWBURGH,NY,12550,
ORANGE,643635,Combined Nursery and Greenhouse,,"2,000 SqFt of Glass or Less",ANGELAS GREENHOUSE,ANGELA GROSSO,845-800-2491,91,A COLLABAR ROAD,,,MONTGOMERY,NY,12549,"91 A COLLABAR ROAD
MONTGOMERY, NY 12549
(41.540475, -74.313595)"
ORANGE,330055,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",BIALAS FARMS,BIALAS FRANK,845-374-6941,74,CELERY AVENUE,,,NEW HAMPTON,NY,10958,"74 CELERY AVENUE
NEW HAMPTON, NY 10958
(41.371659, -74.415963)"
ORANGE,643803,Combined Nursery and Greenhouse,11-100 Acres,"2,001-20,000 SqFt of Glass",BLACK MEADOW FLORA INC,MARGARET C BRIDGE,845-469-5055,256,BLACK MEADOW RD,,,CHESTER,NY,10918,"256 BLACK MEADOW RD
CHESTER, NY 10918
(41.33388, -74.300239)"
ORANGE,332625,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",BOGDANSKI GREENHOUSES,BOGDANSKI STEVEN J,845-258-4470,205,BOGDASKI LANE,,,PINE ISLAND,NY,10969,"205 BOGDASKI LANE
PINE ISLAND, NY 10969
(41.298445, -74.491274)"
ORANGE,645022,Greenhouse Stock Only,,"20,001 SqFt of Glass or More",BONNIE PLANTS INC,BONNIE PLANTS INC,,2290,ALBANY POST ROAD,,,WALDEN,NY,12586,"2290 ALBANY POST ROAD
WALDEN, NY 12586
(41.582569, -74.221969)"
ORANGE,645193,Nursery Stock Only,10 Acres or Less,,BRONNER FARM LLC,WILLIAM BRONNER AND KATHLEEN BRONNER,845-629-7726,41,TOWNLEY LANE,,,CIRCLEVILLE,NY,10919,"41 TOWNLEY LANE
CIRCLEVILLE, NY 10919
(41.518884, -74.394595)"
ORANGE,330555,Nursery Stock Only,10 Acres or Less,,BROWER ORGANIC NURSERY,BROWER WARD III,845-783-9031,34,SAPPHIRE ROAD,,,MONROE,NY,10950,"34 SAPPHIRE ROAD
MONROE, NY 10950
(41.292823, -74.165446)"
ORANGE,644673,Nursery Stock Only,10 Acres or Less,,CAMPBELL HALL TREE FARM,JOHN C PYZZA,845-492-1740,184,SARAH WELLS TRAIL,,,CAMPBELL HALL,NY,10916,"184 SARAH WELLS TRAIL
CAMPBELL HALL, NY 10916
(41.438465, -74.251397)"
ORANGE,644799,Nursery Stock Only,10 Acres or Less,,CAMPBELL HALL TREE FARM,JOHN C PYZZA,845-492-1740,200,PURGATORY RD,,,CAMPBELL HALL,NY,10916,"200 PURGATORY RD
CAMPBELL HALL, NY 10916
(41.41603, -74.26168)"
ORANGE,336759,Combined Nursery and Greenhouse,11-100 Acres,"2,001-20,000 SqFt of Glass",CLEATUS FARMS INC,CLEATUS FARMS INC,201-769-3099,35,BART BULL ROAD,,,WALLKILL,NY,12924,"35 BART BULL ROAD
WALLKILL, NY 12924"
ORANGE,645603,Combined Nursery and Greenhouse,11-100 Acres,"2,001-20,000 SqFt of Glass",CLEATUS FARMS INC,JOHN EPIPHZNIOW,,,OHARE ROAD,,,MIDDLETOWN,NY,10941,
ORANGE,331923,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",CORWIN FLORIST & GREENHOUSES,CORWIN FLORIST&GREENHOUSES INC,914-986-1116,16-Dec,GALLOWAY ROAD,,,WARWICK,NY,10990,"43815 GALLOWAY ROAD
WARWICK, NY 10990"
ORANGE,336823,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",COTTAGE GARDENS BY LAURA,"STEVENS, LAURA ANN",845-856-5688,809,MOUNTAIN ROAD,,,PORT JERVIS,NY,12771,"809 MOUNTAIN ROAD
PORT JERVIS, NY 12771
(41.380112, -74.60891)"
ORANGE,333780,Nursery Stock Only,101 Acres or More,,DEBUCKS SOD FARM OF NY,DEBUCKS SOD FARM OF NY INC,845-258-4131,,INC - GLENWOOD ROAD,,,PINE ISLAND,NY,10969,
ORANGE,331765,Nursery Stock Only,101 Acres or More,,DEBUCKS SOD FARM OF NY INC,DEBUCKS SOD FARM OF NY INC,845-258-4131,120,DEBUCKS DRIVE,,,PINE ISLAND,NY,10969,"120 DEBUCKS DRIVE
PINE ISLAND, NY 10969
(41.2937, -74.506226)"
ORANGE,336136,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",EAST COAST ORCHIDS,NENGI CHANG,845-692-7227,2488,ROUTE 17 K,,,MONTGOMERY,NY,12549,"2488 ROUTE
MONTGOMERY, NY 12549"
ORANGE,336116,Greenhouse Stock Only,10 Acres or Less,"20,001 SqFt of Glass or More",ELGREEN ORCHID FARM LLC,ELGREEN ORCHID FARM LLC,201-788-6556,511,PROSPEROUS VALLY ROAD,,,MIDDLETOWN,NY,109408711,
ORANGE,332681,Combined Nursery and Greenhouse,10 Acres or Less,"20,001 SqFt of Glass or More",EMMERICH GREENHOUSES,EMMERICH CHRIS,845-986-8762,17,ONDERDONK ROAD,,,WARWICK,NY,10990,"17 ONDERDONK ROAD
WARWICK, NY 10990
(41.242534, -74.410898)"
ORANGE,331416,Nursery Stock Only,11-100 Acres,,FAIR-LAIN SOD FARMS INC,FAIR-LAIN SOD FARMS INC,914-726-4337,420,LOWER ROAD,,,WESTTOWN,NY,10998,"420 LOWER ROAD
WESTTOWN, NY 10998
(41.313972, -74.528712)"
ORANGE,645578,Combined Nursery and Greenhouse,11-100 Acres,"2,001-20,000 SqFt of Glass",FRESH MEADOW FARM,FOOD GEMS,845-800-8135,407,INGRASSIA ROAD,,,MIDDLETOWN,NY,10940,"407 INGRASSIA ROAD
MIDDLETOWN, NY 10940
(41.477134, -74.42629)"
ORANGE,334207,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",G F GREENHOUSES,FROSINI GENE,845-469-8218,67,WHITE OAK DRIVE,,,SUGAR LOAF,NY,10981,"67 WHITE OAK DRIVE
SUGAR LOAF, NY 10981
(41.311201, -74.28614)"
ORANGE,645715,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",GOLBEN FARMS,PAMELA GOLBEN,845-651-1954,142,SOUTH MAIN STREET,,,FLORIDA,NY,10921,"142 SOUTH MAIN STREET
FLORIDA, NY 10921
(41.322151, -74.353323)"
ORANGE,335698,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",GOODNESS GARDENS INC,GOODNESS GARDENS INC,845-355-4757,377,COUNTY ROUTE 12,,,NEW HAMPTON,NY,10958,"377 COUNTY ROUTE
NEW HAMPTON, NY 10958"
ORANGE,645556,Greenhouse Stock Only,10 Acres or Less,"2,000 SqFt of Glass or Less",GOSHEN GREEN FARMS LLC,SUSAN HITO SHAPIRO,845-371-2100,3301A,ROUTE 207,,,GOSHEN,NY,10924,"3301A ROUTE
GOSHEN, NY 10924"
ORANGE,645557,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",GOSHEN GREEN FARMS LLC,SUSAN HITO SHAPIRO,,3317,ROUTE 207,,,GOSHEN,NY,10924,"3317 ROUTE
GOSHEN, NY 10924"
ORANGE,335336,Nursery Stock Only,10 Acres or Less,,HICKORY HOLLOW LANDSCAPERS LTD,HICKORY HOLLOW LANDSCAPERS LTD,845-354-8946,713,ROUTE 17S,,,TUXEDO,NY,10987,"713 ROUTE 17 S
TUXEDO, NY 10987
(41.220457, -74.187317)"
ORANGE,330728,Combined Nursery and Greenhouse,101 Acres or More,"20,001 SqFt of Glass or More",HOEFFNER FARMS,HOEFFNER JOHN C,845-457-3453,405,GOODWILL ROAD,,,MONTGOMERY,NY,12549,"405 GOODWILL ROAD
MONTGOMERY, NY 12549
(41.514866, -74.215947)"
ORANGE,643776,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",J & A BIALAS FARM,ADINA BIALAS,845-981-7351,12,INDIANA RD,,,GOSHEN,NY,10924,"12 INDIANA RD
GOSHEN, NY 10924
(41.329734, -74.415961)"
ORANGE,333071,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",JANSEN E P NURSERY LLC,JANSEN E P NURSERY LLC,845-651-4106,161,GLENMERE AVENUE,,,FLORIDA,NY,10921,"161 GLENMERE AVENUE
FLORIDA, NY 10921
(41.332551, -74.343842)"
ORANGE,335670,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",JOHN  D MADURA FARMS,MADURA D JOHN,845-258-5489,54,RUDINSKI LANE,,,PINE ISLAND,NY,10969,"54 RUDINSKI LANE
PINE ISLAND, NY 10969
(41.291202, -74.49749)"
ORANGE,645565,Nursery Stock Only,10 Acres or Less,,KLF FARMS LLC,KSQ HOLDINGS,347-816-1941,168,MEADOW AVENUE,,,CHESTER,NY,10918,"168 MEADOW AVENUE
CHESTER, NY 10918
(41.369707, -74.258586)"
ORANGE,330521,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",LAURA ANN FARMS,LAURA ANN FARMS INC,845-783-1391,401,STATE ROUTE 17M,,,MONROE,NY,10950,"401 STATE ROUTE
MONROE, NY 10950"
ORANGE,336455,Combined Nursery and Greenhouse,10 Acres or Less,"20,001 SqFt of Glass or More",LAURA ANN FARMS INC,LAURA ANN FARMS INC,845-783-1391,404,PROSPECT ROAD,,,CHESTER,NY,10918,"404 PROSPECT ROAD
CHESTER, NY 10918
(41.370345, -74.220212)"
ORANGE,334721,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",LAUREL GROVE GREENHOUSE LLC,LAUREL GROVE GREENHOUSE LLC,914-856-2713,16,HIGH STREET,,,PORT JERVIS,NY,12771,"16 HIGH STREET
PORT JERVIS, NY 12771
(41.362761, -74.687259)"
